month,distinction,data_type,count
2007-01,ability,comments,195
2007-02,ability,comments,187
2007-03,ability,comments,257
2007-04,ability,comments,228
2007-05,ability,comments,394
2007-06,ability,comments,373
2007-07,ability,comments,371
2007-08,ability,comments,388
2007-09,ability,comments,406
2007-10,ability,comments,524
2007-11,ability,comments,591
2007-12,ability,comments,744
2008-01,ability,comments,624
2008-02,ability,comments,719
2008-03,ability,comments,754
2008-04,ability,comments,760
2008-05,ability,comments,939
2008-06,ability,comments,978
2008-07,ability,comments,1079
2008-08,ability,comments,1018
2008-09,ability,comments,1172
2008-10,ability,comments,1351
2008-11,ability,comments,1231
2008-12,ability,comments,1460
2009-01,ability,comments,1734
2009-02,ability,comments,1749
2009-03,ability,comments,2102
2009-04,ability,comments,2109
2009-05,ability,comments,2375
2009-06,ability,comments,2700
2009-07,ability,comments,2959
2009-08,ability,comments,4243
2009-09,ability,comments,4291
2009-10,ability,comments,5515
2009-11,ability,comments,4445
2009-12,ability,comments,4527
2010-01,ability,comments,5048
2010-02,ability,comments,5540
2010-03,ability,comments,6333
2010-04,ability,comments,6351
2010-05,ability,comments,6307
2010-06,ability,comments,6283
2010-07,ability,comments,8004
2010-08,ability,comments,8070
2010-09,ability,comments,8901
2010-10,ability,comments,9524
2010-11,ability,comments,10196
2010-12,ability,comments,10714
2011-01,ability,comments,12099
2011-02,ability,comments,11388
2011-03,ability,comments,13422
2011-04,ability,comments,13150
2011-05,ability,comments,15209
2011-06,ability,comments,16400
2011-07,ability,comments,16471
2011-08,ability,comments,18026
2011-09,ability,comments,18416
2011-10,ability,comments,21260
2011-11,ability,comments,20931
2011-12,ability,comments,21590
2012-01,ability,comments,25377
2012-02,ability,comments,25001
2012-03,ability,comments,28254
2012-04,ability,comments,31381
2012-05,ability,comments,33674
2012-06,ability,comments,33206
2012-07,ability,comments,52606
2012-08,ability,comments,55887
2012-09,ability,comments,45012
2012-10,ability,comments,37175
2012-11,ability,comments,36543
2012-12,ability,comments,38214
2013-01,ability,comments,43240
2013-02,ability,comments,39833
2013-03,ability,comments,46078
2013-04,ability,comments,47683
2013-05,ability,comments,48975
2013-06,ability,comments,45453
2013-07,ability,comments,51564
2013-08,ability,comments,50905
2013-09,ability,comments,46664
2013-10,ability,comments,51167
2013-11,ability,comments,47757
2013-12,ability,comments,52750
2014-01,ability,comments,56887
2014-02,ability,comments,50476
2014-03,ability,comments,58544
2014-04,ability,comments,56809
2014-05,ability,comments,58506
2014-06,ability,comments,55208
2014-07,ability,comments,59925
2014-08,ability,comments,58479
2014-09,ability,comments,57213
2014-10,ability,comments,59313
2014-11,ability,comments,55542
2014-12,ability,comments,57828
2015-01,ability,comments,68231
2015-02,ability,comments,65436
2015-03,ability,comments,70598
2015-04,ability,comments,71412
2015-05,ability,comments,71905
2015-06,ability,comments,69263
2015-07,ability,comments,76624
2015-08,ability,comments,72360
2015-09,ability,comments,72586
2015-10,ability,comments,73220
2015-11,ability,comments,68284
2015-12,ability,comments,72720
2016-01,ability,comments,76660
2016-02,ability,comments,73634
2016-03,ability,comments,80051
2016-04,ability,comments,77072
2016-05,ability,comments,82639
2016-06,ability,comments,77880
2016-07,ability,comments,77527
2016-08,ability,comments,86581
2016-09,ability,comments,82421
2016-10,ability,comments,80281
2016-11,ability,comments,77807
2016-12,ability,comments,87002
2017-01,ability,comments,106492
2017-02,ability,comments,86283
2017-03,ability,comments,97528
2017-04,ability,comments,92061
2017-05,ability,comments,105597
2017-06,ability,comments,99146
2017-07,ability,comments,106601
2017-08,ability,comments,104307
2017-09,ability,comments,104739
2017-10,ability,comments,98026
2017-11,ability,comments,97204
2017-12,ability,comments,103307
2018-01,ability,comments,108187
2018-02,ability,comments,107925
2018-03,ability,comments,116479
2018-04,ability,comments,123175
2018-05,ability,comments,126343
2018-06,ability,comments,124490
2018-07,ability,comments,127941
2018-08,ability,comments,127908
2018-09,ability,comments,122876
2018-10,ability,comments,133626
2018-11,ability,comments,132599
2018-12,ability,comments,142565
2019-01,ability,comments,158189
2019-02,ability,comments,148456
2019-03,ability,comments,169836
2019-04,ability,comments,163109
2019-05,ability,comments,167341
2019-06,ability,comments,159003
2019-07,ability,comments,169560
2019-08,ability,comments,167455
2019-09,ability,comments,163485
2019-10,ability,comments,165858
2019-11,ability,comments,159114
2019-12,ability,comments,167979
2020-01,ability,comments,178559
2020-02,ability,comments,185897
2020-03,ability,comments,187681
2020-04,ability,comments,183175
2020-05,ability,comments,202852
2020-06,ability,comments,201542
2020-07,ability,comments,224009
2020-08,ability,comments,220220
2020-09,ability,comments,200721
2020-10,ability,comments,202628
2020-11,ability,comments,190355
2020-12,ability,comments,208815
2021-01,ability,comments,212136
2021-02,ability,comments,199834
2021-03,ability,comments,223026
2021-04,ability,comments,217891
2021-05,ability,comments,219326
2021-06,ability,comments,214312
2021-07,ability,comments,222116
2021-08,ability,comments,246150
2021-09,ability,comments,233519
2021-10,ability,comments,238290
2021-11,ability,comments,238661
2021-12,ability,comments,255627
2022-01,ability,comments,284768
2022-02,ability,comments,239757
2022-03,ability,comments,270418
2022-04,ability,comments,219561
2022-05,ability,comments,212735
2022-06,ability,comments,205415
2022-07,ability,comments,220180
2022-08,ability,comments,222058
2022-09,ability,comments,207239
2022-10,ability,comments,211192
2022-11,ability,comments,209179
2022-12,ability,comments,208989
2023-01,ability,comments,234572
2023-02,ability,comments,227441
2023-03,ability,comments,224874
2023-04,ability,comments,213900
2023-05,ability,comments,226316
2023-06,ability,comments,243474
2023-07,ability,comments,267948
2023-08,ability,comments,280051
2023-09,ability,comments,272702
2023-10,ability,comments,280535
2023-11,ability,comments,260494
2023-12,ability,comments,264076
2007-01,ability,submissions,18
2007-02,ability,submissions,46
2007-03,ability,submissions,43
2007-04,ability,submissions,32
2007-05,ability,submissions,49
2007-06,ability,submissions,45
2007-07,ability,submissions,61
2007-08,ability,submissions,49
2007-09,ability,submissions,43
2007-10,ability,submissions,84
2007-11,ability,submissions,64
2007-12,ability,submissions,85
2008-01,ability,submissions,106
2008-02,ability,submissions,97
2008-03,ability,submissions,104
2008-04,ability,submissions,135
2008-05,ability,submissions,182
2008-06,ability,submissions,127
2008-07,ability,submissions,158
2008-08,ability,submissions,160
2008-09,ability,submissions,189
2008-10,ability,submissions,182
2008-11,ability,submissions,162
2008-12,ability,submissions,211
2009-01,ability,submissions,179
2009-02,ability,submissions,195
2009-03,ability,submissions,266
2009-04,ability,submissions,298
2009-05,ability,submissions,260
2009-06,ability,submissions,305
2009-07,ability,submissions,401
2009-08,ability,submissions,498
2009-09,ability,submissions,527
2009-10,ability,submissions,543
2009-11,ability,submissions,452
2009-12,ability,submissions,504
2010-01,ability,submissions,519
2010-02,ability,submissions,513
2010-03,ability,submissions,700
2010-04,ability,submissions,712
2010-05,ability,submissions,589
2010-06,ability,submissions,591
2010-07,ability,submissions,690
2010-08,ability,submissions,724
2010-09,ability,submissions,962
2010-10,ability,submissions,1011
2010-11,ability,submissions,1131
2010-12,ability,submissions,1100
2011-01,ability,submissions,1855
2011-02,ability,submissions,1717
2011-03,ability,submissions,2070
2011-04,ability,submissions,1926
2011-05,ability,submissions,2180
2011-06,ability,submissions,2324
2011-07,ability,submissions,2417
2011-08,ability,submissions,2900
2011-09,ability,submissions,2981
2011-10,ability,submissions,3324
2011-11,ability,submissions,3520
2011-12,ability,submissions,3562
2012-01,ability,submissions,4132
2012-02,ability,submissions,4230
2012-03,ability,submissions,4621
2012-04,ability,submissions,5024
2012-05,ability,submissions,5673
2012-06,ability,submissions,5643
2012-07,ability,submissions,6005
2012-08,ability,submissions,6502
2012-09,ability,submissions,5946
2012-10,ability,submissions,5935
2012-11,ability,submissions,5600
2012-12,ability,submissions,5834
2013-01,ability,submissions,6721
2013-02,ability,submissions,6067
2013-03,ability,submissions,6792
2013-04,ability,submissions,7588
2013-05,ability,submissions,7178
2013-06,ability,submissions,6811
2013-07,ability,submissions,7537
2013-08,ability,submissions,7459
2013-09,ability,submissions,6975
2013-10,ability,submissions,7482
2013-11,ability,submissions,7413
2013-12,ability,submissions,8105
2014-01,ability,submissions,9049
2014-02,ability,submissions,8410
2014-03,ability,submissions,9117
2014-04,ability,submissions,9257
2014-05,ability,submissions,9369
2014-06,ability,submissions,9298
2014-07,ability,submissions,10525
2014-08,ability,submissions,10365
2014-09,ability,submissions,9983
2014-10,ability,submissions,10716
2014-11,ability,submissions,10499
2014-12,ability,submissions,11510
2015-01,ability,submissions,13052
2015-02,ability,submissions,11406
2015-03,ability,submissions,13322
2015-04,ability,submissions,13106
2015-05,ability,submissions,15453
2015-06,ability,submissions,28089
2015-07,ability,submissions,13938
2015-08,ability,submissions,13111
2015-09,ability,submissions,11549
2015-10,ability,submissions,11794
2015-11,ability,submissions,11648
2015-12,ability,submissions,11740
2016-01,ability,submissions,12377
2016-02,ability,submissions,12175
2016-03,ability,submissions,12725
2016-04,ability,submissions,12797
2016-05,ability,submissions,13125
2016-06,ability,submissions,12865
2016-07,ability,submissions,12953
2016-08,ability,submissions,14801
2016-09,ability,submissions,14502
2016-10,ability,submissions,14167
2016-11,ability,submissions,13560
2016-12,ability,submissions,15354
2017-01,ability,submissions,16662
2017-02,ability,submissions,14548
2017-03,ability,submissions,16437
2017-04,ability,submissions,15752
2017-05,ability,submissions,17156
2017-06,ability,submissions,15897
2017-07,ability,submissions,16951
2017-08,ability,submissions,17586
2017-09,ability,submissions,17608
2017-10,ability,submissions,17683
2017-11,ability,submissions,16840
2017-12,ability,submissions,17702
2018-01,ability,submissions,18651
2018-02,ability,submissions,17553
2018-03,ability,submissions,20282
2018-04,ability,submissions,19625
2018-05,ability,submissions,20717
2018-06,ability,submissions,20201
2018-07,ability,submissions,22478
2018-08,ability,submissions,22996
2018-09,ability,submissions,22773
2018-10,ability,submissions,24034
2018-11,ability,submissions,23349
2018-12,ability,submissions,25415
2019-01,ability,submissions,28567
2019-02,ability,submissions,28929
2019-03,ability,submissions,33503
2019-04,ability,submissions,31784
2019-05,ability,submissions,34441
2019-06,ability,submissions,45014
2019-07,ability,submissions,36480
2019-08,ability,submissions,38558
2019-09,ability,submissions,33799
2019-10,ability,submissions,35465
2019-11,ability,submissions,35002
2019-12,ability,submissions,34000
2020-01,ability,submissions,36258
2020-02,ability,submissions,36282
2020-03,ability,submissions,40731
2020-04,ability,submissions,40446
2020-05,ability,submissions,36460
2020-06,ability,submissions,34238
2020-07,ability,submissions,37579
2020-08,ability,submissions,37358
2020-09,ability,submissions,35471
2020-10,ability,submissions,36063
2020-11,ability,submissions,33862
2020-12,ability,submissions,36343
2021-01,ability,submissions,38479
2021-02,ability,submissions,41109
2021-03,ability,submissions,40992
2021-04,ability,submissions,40239
2021-05,ability,submissions,41932
2021-06,ability,submissions,41993
2021-07,ability,submissions,34172
2021-08,ability,submissions,34473
2021-09,ability,submissions,32494
2021-10,ability,submissions,34654
2021-11,ability,submissions,34051
2021-12,ability,submissions,35172
2022-01,ability,submissions,39057
2022-02,ability,submissions,36957
2022-03,ability,submissions,42859
2022-04,ability,submissions,41629
2022-05,ability,submissions,43775
2022-06,ability,submissions,42063
2022-07,ability,submissions,45438
2022-08,ability,submissions,46630
2022-09,ability,submissions,44424
2022-10,ability,submissions,47294
2022-11,ability,submissions,42043
2022-12,ability,submissions,43740
2023-01,ability,submissions,46936
2023-02,ability,submissions,42463
2023-03,ability,submissions,48579
2023-04,ability,submissions,46948
2023-05,ability,submissions,48773
2023-06,ability,submissions,58009
2023-07,ability,submissions,69535
2023-08,ability,submissions,72812
2023-09,ability,submissions,69203
2023-10,ability,submissions,67615
2023-11,ability,submissions,66301
2023-12,ability,submissions,68908
2007-01,age,comments,1971
2007-02,age,comments,2272
2007-03,age,comments,2337
2007-04,age,comments,2781
2007-05,age,comments,3810
2007-06,age,comments,4562
2007-07,age,comments,4311
2007-08,age,comments,5283
2007-09,age,comments,5406
2007-10,age,comments,6789
2007-11,age,comments,6499
2007-12,age,comments,7534
2008-01,age,comments,7862
2008-02,age,comments,8384
2008-03,age,comments,8626
2008-04,age,comments,9967
2008-05,age,comments,10895
2008-06,age,comments,11336
2008-07,age,comments,10708
2008-08,age,comments,12158
2008-09,age,comments,12757
2008-10,age,comments,14408
2008-11,age,comments,16179
2008-12,age,comments,16871
2009-01,age,comments,21575
2009-02,age,comments,18857
2009-03,age,comments,20424
2009-04,age,comments,21094
2009-05,age,comments,25672
2009-06,age,comments,26541
2009-07,age,comments,30566
2009-08,age,comments,37650
2009-09,age,comments,44152
2009-10,age,comments,50787
2009-11,age,comments,47619
2009-12,age,comments,52818
2010-01,age,comments,58322
2010-02,age,comments,57840
2010-03,age,comments,66843
2010-04,age,comments,65268
2010-05,age,comments,67336
2010-06,age,comments,68946
2010-07,age,comments,81583
2010-08,age,comments,85492
2010-09,age,comments,90733
2010-10,age,comments,101419
2010-11,age,comments,113672
2010-12,age,comments,113576
2011-01,age,comments,126162
2011-02,age,comments,121176
2011-03,age,comments,145520
2011-04,age,comments,138593
2011-05,age,comments,163108
2011-06,age,comments,182130
2011-07,age,comments,193509
2011-08,age,comments,219095
2011-09,age,comments,206684
2011-10,age,comments,231592
2011-11,age,comments,235160
2011-12,age,comments,246411
2012-01,age,comments,278048
2012-02,age,comments,287815
2012-03,age,comments,315675
2012-04,age,comments,339136
2012-05,age,comments,367392
2012-06,age,comments,390536
2012-07,age,comments,421428
2012-08,age,comments,451686
2012-09,age,comments,391096
2012-10,age,comments,404738
2012-11,age,comments,416809
2012-12,age,comments,455811
2013-01,age,comments,507378
2013-02,age,comments,443760
2013-03,age,comments,501935
2013-04,age,comments,523427
2013-05,age,comments,566400
2013-06,age,comments,532574
2013-07,age,comments,581925
2013-08,age,comments,582790
2013-09,age,comments,525642
2013-10,age,comments,560678
2013-11,age,comments,563703
2013-12,age,comments,585168
2014-01,age,comments,634532
2014-02,age,comments,564778
2014-03,age,comments,631049
2014-04,age,comments,642454
2014-05,age,comments,634228
2014-06,age,comments,634703
2014-07,age,comments,706915
2014-08,age,comments,694333
2014-09,age,comments,636804
2014-10,age,comments,658568
2014-11,age,comments,634531
2014-12,age,comments,698326
2015-01,age,comments,759174
2015-02,age,comments,705204
2015-03,age,comments,764505
2015-04,age,comments,768983
2015-05,age,comments,791713
2015-06,age,comments,771096
2015-07,age,comments,825799
2015-08,age,comments,820402
2015-09,age,comments,785500
2015-10,age,comments,809549
2015-11,age,comments,777251
2015-12,age,comments,826058
2016-01,age,comments,876273
2016-02,age,comments,832798
2016-03,age,comments,883854
2016-04,age,comments,853101
2016-05,age,comments,885511
2016-06,age,comments,884927
2016-07,age,comments,921669
2016-08,age,comments,975735
2016-09,age,comments,931721
2016-10,age,comments,954078
2016-11,age,comments,947126
2016-12,age,comments,1022564
2017-01,age,comments,1122437
2017-02,age,comments,1015736
2017-03,age,comments,1127915
2017-04,age,comments,1049789
2017-05,age,comments,1116041
2017-06,age,comments,1101382
2017-07,age,comments,1147257
2017-08,age,comments,1124626
2017-09,age,comments,1143398
2017-10,age,comments,1121352
2017-11,age,comments,1163586
2017-12,age,comments,1167777
2018-01,age,comments,1273832
2018-02,age,comments,1288669
2018-03,age,comments,1385300
2018-04,age,comments,1342277
2018-05,age,comments,1446447
2018-06,age,comments,1535740
2018-07,age,comments,1541259
2018-08,age,comments,1513798
2018-09,age,comments,1397163
2018-10,age,comments,1513028
2018-11,age,comments,1503044
2018-12,age,comments,1604903
2019-01,age,comments,1866317
2019-02,age,comments,1725235
2019-03,age,comments,1929920
2019-04,age,comments,1849640
2019-05,age,comments,2052447
2019-06,age,comments,1918289
2019-07,age,comments,2101144
2019-08,age,comments,2065201
2019-09,age,comments,1907755
2019-10,age,comments,1948335
2019-11,age,comments,1978020
2019-12,age,comments,2056651
2020-01,age,comments,2108653
2020-02,age,comments,2028407
2020-03,age,comments,2232697
2020-04,age,comments,2191598
2020-05,age,comments,2472574
2020-06,age,comments,2413085
2020-07,age,comments,2696456
2020-08,age,comments,2653856
2020-09,age,comments,2396076
2020-10,age,comments,2445087
2020-11,age,comments,2307991
2020-12,age,comments,2476774
2021-01,age,comments,2576172
2021-02,age,comments,2404042
2021-03,age,comments,2683023
2021-04,age,comments,2642428
2021-05,age,comments,2781165
2021-06,age,comments,2678959
2021-07,age,comments,2825123
2021-08,age,comments,3095274
2021-09,age,comments,3070920
2021-10,age,comments,3103098
2021-11,age,comments,3123959
2021-12,age,comments,3348712
2022-01,age,comments,3708448
2022-02,age,comments,3138345
2022-03,age,comments,3495352
2022-04,age,comments,3456913
2022-05,age,comments,3783232
2022-06,age,comments,3588759
2022-07,age,comments,3893744
2022-08,age,comments,3755208
2022-09,age,comments,3505830
2022-10,age,comments,3571710
2022-11,age,comments,3477686
2022-12,age,comments,3678926
2023-01,age,comments,3919319
2023-02,age,comments,3393700
2023-03,age,comments,3852678
2023-04,age,comments,3619113
2023-05,age,comments,3770252
2023-06,age,comments,3736722
2023-07,age,comments,4036913
2023-08,age,comments,4374759
2023-09,age,comments,4464629
2023-10,age,comments,4455367
2023-11,age,comments,4187225
2023-12,age,comments,4155029
2007-01,age,submissions,150
2007-02,age,submissions,187
2007-03,age,submissions,205
2007-04,age,submissions,186
2007-05,age,submissions,290
2007-06,age,submissions,316
2007-07,age,submissions,380
2007-08,age,submissions,400
2007-09,age,submissions,467
2007-10,age,submissions,528
2007-11,age,submissions,519
2007-12,age,submissions,592
2008-01,age,submissions,614
2008-02,age,submissions,637
2008-03,age,submissions,756
2008-04,age,submissions,839
2008-05,age,submissions,873
2008-06,age,submissions,963
2008-07,age,submissions,1014
2008-08,age,submissions,1008
2008-09,age,submissions,1143
2008-10,age,submissions,1234
2008-11,age,submissions,1399
2008-12,age,submissions,1391
2009-01,age,submissions,1762
2009-02,age,submissions,1715
2009-03,age,submissions,1816
2009-04,age,submissions,1706
2009-05,age,submissions,1849
2009-06,age,submissions,2140
2009-07,age,submissions,2791
2009-08,age,submissions,3603
2009-09,age,submissions,3846
2009-10,age,submissions,3883
2009-11,age,submissions,3501
2009-12,age,submissions,3991
2010-01,age,submissions,4373
2010-02,age,submissions,4276
2010-03,age,submissions,5167
2010-04,age,submissions,4865
2010-05,age,submissions,4840
2010-06,age,submissions,4660
2010-07,age,submissions,5362
2010-08,age,submissions,5840
2010-09,age,submissions,6627
2010-10,age,submissions,7627
2010-11,age,submissions,8576
2010-12,age,submissions,9436
2011-01,age,submissions,13233
2011-02,age,submissions,12812
2011-03,age,submissions,15329
2011-04,age,submissions,14507
2011-05,age,submissions,15959
2011-06,age,submissions,17638
2011-07,age,submissions,19656
2011-08,age,submissions,22914
2011-09,age,submissions,21663
2011-10,age,submissions,25696
2011-11,age,submissions,25792
2011-12,age,submissions,27962
2012-01,age,submissions,29786
2012-02,age,submissions,31418
2012-03,age,submissions,35008
2012-04,age,submissions,37416
2012-05,age,submissions,43732
2012-06,age,submissions,44970
2012-07,age,submissions,45131
2012-08,age,submissions,49524
2012-09,age,submissions,43518
2012-10,age,submissions,45559
2012-11,age,submissions,45679
2012-12,age,submissions,49491
2013-01,age,submissions,51202
2013-02,age,submissions,46552
2013-03,age,submissions,53938
2013-04,age,submissions,55366
2013-05,age,submissions,58875
2013-06,age,submissions,55573
2013-07,age,submissions,59462
2013-08,age,submissions,60193
2013-09,age,submissions,53718
2013-10,age,submissions,57905
2013-11,age,submissions,59329
2013-12,age,submissions,64061
2014-01,age,submissions,69663
2014-02,age,submissions,65716
2014-03,age,submissions,69764
2014-04,age,submissions,70875
2014-05,age,submissions,72058
2014-06,age,submissions,71679
2014-07,age,submissions,83124
2014-08,age,submissions,83029
2014-09,age,submissions,77705
2014-10,age,submissions,81458
2014-11,age,submissions,80061
2014-12,age,submissions,89178
2015-01,age,submissions,92958
2015-02,age,submissions,85443
2015-03,age,submissions,96619
2015-04,age,submissions,96292
2015-05,age,submissions,101467
2015-06,age,submissions,110284
2015-07,age,submissions,106363
2015-08,age,submissions,103735
2015-09,age,submissions,82046
2015-10,age,submissions,86945
2015-11,age,submissions,86206
2015-12,age,submissions,89451
2016-01,age,submissions,93509
2016-02,age,submissions,88279
2016-03,age,submissions,91354
2016-04,age,submissions,92550
2016-05,age,submissions,97321
2016-06,age,submissions,97079
2016-07,age,submissions,102916
2016-08,age,submissions,112151
2016-09,age,submissions,104461
2016-10,age,submissions,107435
2016-11,age,submissions,108634
2016-12,age,submissions,118366
2017-01,age,submissions,117826
2017-02,age,submissions,109994
2017-03,age,submissions,124665
2017-04,age,submissions,119110
2017-05,age,submissions,127024
2017-06,age,submissions,129092
2017-07,age,submissions,135337
2017-08,age,submissions,137621
2017-09,age,submissions,131032
2017-10,age,submissions,133092
2017-11,age,submissions,137591
2017-12,age,submissions,143393
2018-01,age,submissions,149043
2018-02,age,submissions,145127
2018-03,age,submissions,163464
2018-04,age,submissions,155006
2018-05,age,submissions,163543
2018-06,age,submissions,171035
2018-07,age,submissions,178048
2018-08,age,submissions,184300
2018-09,age,submissions,168459
2018-10,age,submissions,182021
2018-11,age,submissions,178272
2018-12,age,submissions,199072
2019-01,age,submissions,223043
2019-02,age,submissions,220526
2019-03,age,submissions,243609
2019-04,age,submissions,238657
2019-05,age,submissions,289708
2019-06,age,submissions,250302
2019-07,age,submissions,290040
2019-08,age,submissions,318430
2019-09,age,submissions,260764
2019-10,age,submissions,271213
2019-11,age,submissions,277271
2019-12,age,submissions,284686
2020-01,age,submissions,284233
2020-02,age,submissions,267625
2020-03,age,submissions,309695
2020-04,age,submissions,335583
2020-05,age,submissions,295827
2020-06,age,submissions,285844
2020-07,age,submissions,302891
2020-08,age,submissions,312463
2020-09,age,submissions,287828
2020-10,age,submissions,291241
2020-11,age,submissions,281172
2020-12,age,submissions,302565
2021-01,age,submissions,318179
2021-02,age,submissions,315208
2021-03,age,submissions,340374
2021-04,age,submissions,330811
2021-05,age,submissions,360514
2021-06,age,submissions,339151
2021-07,age,submissions,275351
2021-08,age,submissions,282332
2021-09,age,submissions,251472
2021-10,age,submissions,252170
2021-11,age,submissions,264682
2021-12,age,submissions,283802
2022-01,age,submissions,315217
2022-02,age,submissions,290222
2022-03,age,submissions,353003
2022-04,age,submissions,332248
2022-05,age,submissions,367032
2022-06,age,submissions,351769
2022-07,age,submissions,371281
2022-08,age,submissions,389881
2022-09,age,submissions,348260
2022-10,age,submissions,364491
2022-11,age,submissions,327526
2022-12,age,submissions,362950
2023-01,age,submissions,361412
2023-02,age,submissions,324141
2023-03,age,submissions,367346
2023-04,age,submissions,550924
2023-05,age,submissions,370303
2023-06,age,submissions,471978
2023-07,age,submissions,620293
2023-08,age,submissions,744048
2023-09,age,submissions,840756
2023-10,age,submissions,702887
2023-11,age,submissions,568990
2023-12,age,submissions,595452
2007-01,race,comments,755
2007-02,race,comments,818
2007-03,race,comments,720
2007-04,race,comments,947
2007-05,race,comments,1231
2007-06,race,comments,1489
2007-07,race,comments,1291
2007-08,race,comments,1686
2007-09,race,comments,1805
2007-10,race,comments,2581
2007-11,race,comments,2492
2007-12,race,comments,3130
2008-01,race,comments,3933
2008-02,race,comments,4051
2008-03,race,comments,4499
2008-04,race,comments,4397
2008-05,race,comments,5401
2008-06,race,comments,4477
2008-07,race,comments,3737
2008-08,race,comments,4424
2008-09,race,comments,4228
2008-10,race,comments,6737
2008-11,race,comments,7530
2008-12,race,comments,5245
2009-01,race,comments,7719
2009-02,race,comments,5700
2009-03,race,comments,5229
2009-04,race,comments,6572
2009-05,race,comments,7725
2009-06,race,comments,7605
2009-07,race,comments,11053
2009-08,race,comments,10397
2009-09,race,comments,14065
2009-10,race,comments,14405
2009-11,race,comments,13747
2009-12,race,comments,14569
2010-01,race,comments,15219
2010-02,race,comments,17740
2010-03,race,comments,19581
2010-04,race,comments,19159
2010-05,race,comments,19540
2010-06,race,comments,22246
2010-07,race,comments,24282
2010-08,race,comments,26773
2010-09,race,comments,24385
2010-10,race,comments,28732
2010-11,race,comments,29278
2010-12,race,comments,26912
2011-01,race,comments,35933
2011-02,race,comments,31596
2011-03,race,comments,39867
2011-04,race,comments,37910
2011-05,race,comments,44863
2011-06,race,comments,52493
2011-07,race,comments,53148
2011-08,race,comments,62442
2011-09,race,comments,56991
2011-10,race,comments,61986
2011-11,race,comments,59129
2011-12,race,comments,73661
2012-01,race,comments,83553
2012-02,race,comments,80969
2012-03,race,comments,100414
2012-04,race,comments,102867
2012-05,race,comments,104904
2012-06,race,comments,103398
2012-07,race,comments,120001
2012-08,race,comments,125792
2012-09,race,comments,108132
2012-10,race,comments,125851
2012-11,race,comments,123577
2012-12,race,comments,119986
2013-01,race,comments,146202
2013-02,race,comments,134151
2013-03,race,comments,146831
2013-04,race,comments,162691
2013-05,race,comments,162088
2013-06,race,comments,148613
2013-07,race,comments,205783
2013-08,race,comments,175466
2013-09,race,comments,140644
2013-10,race,comments,153539
2013-11,race,comments,156036
2013-12,race,comments,172278
2014-01,race,comments,166768
2014-02,race,comments,161203
2014-03,race,comments,167493
2014-04,race,comments,184874
2014-05,race,comments,175348
2014-06,race,comments,169864
2014-07,race,comments,204206
2014-08,race,comments,219794
2014-09,race,comments,189853
2014-10,race,comments,196788
2014-11,race,comments,219527
2014-12,race,comments,229330
2015-01,race,comments,227208
2015-02,race,comments,207932
2015-03,race,comments,240634
2015-04,race,comments,275087
2015-05,race,comments,246688
2015-06,race,comments,286197
2015-07,race,comments,284173
2015-08,race,comments,298504
2015-09,race,comments,231944
2015-10,race,comments,238964
2015-11,race,comments,275619
2015-12,race,comments,268586
2016-01,race,comments,299142
2016-02,race,comments,306363
2016-03,race,comments,340820
2016-04,race,comments,292832
2016-05,race,comments,280621
2016-06,race,comments,309346
2016-07,race,comments,439551
2016-08,race,comments,372266
2016-09,race,comments,363200
2016-10,race,comments,331655
2016-11,race,comments,470140
2016-12,race,comments,374724
2017-01,race,comments,434616
2017-02,race,comments,402444
2017-03,race,comments,391438
2017-04,race,comments,360094
2017-05,race,comments,402368
2017-06,race,comments,412802
2017-07,race,comments,407415
2017-08,race,comments,634837
2017-09,race,comments,488989
2017-10,race,comments,444280
2017-11,race,comments,393820
2017-12,race,comments,397051
2018-01,race,comments,440204
2018-02,race,comments,445965
2018-03,race,comments,478003
2018-04,race,comments,483826
2018-05,race,comments,552859
2018-06,race,comments,505440
2018-07,race,comments,534066
2018-08,race,comments,578965
2018-09,race,comments,505707
2018-10,race,comments,556491
2018-11,race,comments,509658
2018-12,race,comments,483493
2019-01,race,comments,594087
2019-02,race,comments,586060
2019-03,race,comments,663953
2019-04,race,comments,631252
2019-05,race,comments,570074
2019-06,race,comments,567804
2019-07,race,comments,682411
2019-08,race,comments,685890
2019-09,race,comments,549040
2019-10,race,comments,557866
2019-11,race,comments,529138
2019-12,race,comments,566837
2020-01,race,comments,561691
2020-02,race,comments,601846
2020-03,race,comments,508563
2020-04,race,comments,543788
2020-05,race,comments,995487
2020-06,race,comments,1906698
2020-07,race,comments,1153010
2020-08,race,comments,1025335
2020-09,race,comments,866101
2020-10,race,comments,843627
2020-11,race,comments,745200
2020-12,race,comments,684225
2021-01,race,comments,855102
2021-02,race,comments,740401
2021-03,race,comments,840931
2021-04,race,comments,847506
2021-05,race,comments,843471
2021-06,race,comments,816403
2021-07,race,comments,792905
2021-08,race,comments,766452
2021-09,race,comments,784087
2021-10,race,comments,817117
2021-11,race,comments,896373
2021-12,race,comments,827035
2022-01,race,comments,923573
2022-02,race,comments,878736
2022-03,race,comments,815881
2022-04,race,comments,789246
2022-05,race,comments,890461
2022-06,race,comments,799205
2022-07,race,comments,871020
2022-08,race,comments,850730
2022-09,race,comments,852137
2022-10,race,comments,810645
2022-11,race,comments,770705
2022-12,race,comments,786290
2023-01,race,comments,820603
2023-02,race,comments,740735
2023-03,race,comments,777562
2023-04,race,comments,724926
2023-05,race,comments,811786
