month,distinction,data_type,count
2011-12,skin_tone,submissions,2718
2012-01,skin_tone,submissions,3595
2012-02,skin_tone,submissions,3476
2012-03,skin_tone,submissions,3796
2012-04,skin_tone,submissions,4090
2012-05,skin_tone,submissions,4309
2012-06,skin_tone,submissions,4116
2012-07,skin_tone,submissions,4609
2012-08,skin_tone,submissions,5055
2012-09,skin_tone,submissions,4576
2012-10,skin_tone,submissions,4853
2012-11,skin_tone,submissions,5365
2012-12,skin_tone,submissions,4848
2013-01,skin_tone,submissions,5946
2013-02,skin_tone,submissions,5701
2013-03,skin_tone,submissions,6574
2013-04,skin_tone,submissions,6934
2013-05,skin_tone,submissions,6852
2013-06,skin_tone,submissions,6836
2013-07,skin_tone,submissions,8582
2013-08,skin_tone,submissions,7948
2013-09,skin_tone,submissions,6649
2013-10,skin_tone,submissions,7208
2013-11,skin_tone,submissions,7586
2013-12,skin_tone,submissions,8152
2014-01,skin_tone,submissions,8657
2014-02,skin_tone,submissions,8138
2014-03,skin_tone,submissions,8747
2014-04,skin_tone,submissions,9276
2014-05,skin_tone,submissions,9812
2014-06,skin_tone,submissions,9726
2014-07,skin_tone,submissions,10954
2014-08,skin_tone,submissions,11716
2014-09,skin_tone,submissions,10859
2014-10,skin_tone,submissions,11473
2014-11,skin_tone,submissions,10953
2014-12,skin_tone,submissions,11592
2015-01,skin_tone,submissions,11961
2015-02,skin_tone,submissions,11465
2015-03,skin_tone,submissions,13028
2015-04,skin_tone,submissions,14033
2015-05,skin_tone,submissions,14036
2015-06,skin_tone,submissions,15325
2015-07,skin_tone,submissions,14804
2015-08,skin_tone,submissions,14952
2015-09,skin_tone,submissions,11372
2015-10,skin_tone,submissions,11704
2015-11,skin_tone,submissions,12890
2015-12,skin_tone,submissions,12768
2016-01,skin_tone,submissions,13897
2016-02,skin_tone,submissions,15617
2016-03,skin_tone,submissions,14018
2016-04,skin_tone,submissions,13880
2016-05,skin_tone,submissions,14153
2016-06,skin_tone,submissions,14434
2016-07,skin_tone,submissions,17447
2016-08,skin_tone,submissions,16890
2016-09,skin_tone,submissions,15638
2016-10,skin_tone,submissions,15777
2016-11,skin_tone,submissions,19774
2016-12,skin_tone,submissions,17891
2017-01,skin_tone,submissions,20172
2017-02,skin_tone,submissions,18035
2017-03,skin_tone,submissions,18844
2017-04,skin_tone,submissions,18913
2017-05,skin_tone,submissions,20742
2017-06,skin_tone,submissions,20357
2017-07,skin_tone,submissions,20719
2017-08,skin_tone,submissions,26073
2017-09,skin_tone,submissions,21354
2017-10,skin_tone,submissions,21866
2017-11,skin_tone,submissions,21512
2017-12,skin_tone,submissions,20018
2018-01,skin_tone,submissions,21840
2018-02,skin_tone,submissions,20848
2018-03,skin_tone,submissions,24933
2018-04,skin_tone,submissions,22095
2018-05,skin_tone,submissions,25846
2018-06,skin_tone,submissions,24723
2018-07,skin_tone,submissions,26701
2018-08,skin_tone,submissions,29324
2018-09,skin_tone,submissions,26417
2018-10,skin_tone,submissions,28757
2018-11,skin_tone,submissions,26273
2018-12,skin_tone,submissions,27476
2019-01,skin_tone,submissions,33524
2019-02,skin_tone,submissions,32390
2019-03,skin_tone,submissions,37167
2019-04,skin_tone,submissions,37653
2019-05,skin_tone,submissions,36455
2019-06,skin_tone,submissions,35995
2019-07,skin_tone,submissions,45279
2019-08,skin_tone,submissions,49848
2019-09,skin_tone,submissions,36450
2019-10,skin_tone,submissions,36613
2019-11,skin_tone,submissions,36872
2019-12,skin_tone,submissions,37872
2020-01,skin_tone,submissions,39444
2020-02,skin_tone,submissions,40299
2020-03,skin_tone,submissions,40571
2020-04,skin_tone,submissions,47368
2020-05,skin_tone,submissions,50550
2020-06,skin_tone,submissions,73107
2020-07,skin_tone,submissions,53771
2020-08,skin_tone,submissions,50078
2020-09,skin_tone,submissions,44496
2020-10,skin_tone,submissions,45639
2020-11,skin_tone,submissions,41410
2020-12,skin_tone,submissions,45222
2021-01,skin_tone,submissions,51676
2021-02,skin_tone,submissions,48561
2021-03,skin_tone,submissions,54814
2021-04,skin_tone,submissions,54265
2021-05,skin_tone,submissions,61297
2021-06,skin_tone,submissions,58530
2021-07,skin_tone,submissions,43185
2021-08,skin_tone,submissions,42276
2021-09,skin_tone,submissions,36521
2021-10,skin_tone,submissions,37259
2021-11,skin_tone,submissions,40297
2021-12,skin_tone,submissions,41002
2022-01,skin_tone,submissions,45862
2022-02,skin_tone,submissions,47479
2022-03,skin_tone,submissions,56985
2022-04,skin_tone,submissions,60605
2022-05,skin_tone,submissions,66646
2022-06,skin_tone,submissions,66709
2022-07,skin_tone,submissions,68963
2022-08,skin_tone,submissions,66959
2022-09,skin_tone,submissions,61727
2022-10,skin_tone,submissions,62414
2022-11,skin_tone,submissions,57489
2022-12,skin_tone,submissions,64135
2023-01,skin_tone,submissions,65265
2023-02,skin_tone,submissions,60666
2023-03,skin_tone,submissions,71358
2023-04,skin_tone,submissions,124801
2023-05,skin_tone,submissions,71910
2023-06,skin_tone,submissions,86671
2023-07,skin_tone,submissions,109898
2023-08,skin_tone,submissions,108412
2023-09,skin_tone,submissions,104482
2023-10,skin_tone,submissions,106648
2023-11,skin_tone,submissions,103560
2023-12,skin_tone,submissions,109118
2007-01,weight,comments,167
2007-02,weight,comments,119
2007-03,weight,comments,134
2007-04,weight,comments,251
2007-05,weight,comments,254
2007-06,weight,comments,310
2007-07,weight,comments,329
2007-08,weight,comments,377
2007-09,weight,comments,357
2007-10,weight,comments,419
2007-11,weight,comments,484
2007-12,weight,comments,423
2008-01,weight,comments,462
2008-02,weight,comments,460
2008-03,weight,comments,488
2008-04,weight,comments,558
2008-05,weight,comments,720
2008-06,weight,comments,858
2008-07,weight,comments,1194
2008-08,weight,comments,938
2008-09,weight,comments,636
2008-10,weight,comments,856
2008-11,weight,comments,1127
2008-12,weight,comments,947
2009-01,weight,comments,1757
2009-02,weight,comments,1235
2009-03,weight,comments,1352
2009-04,weight,comments,1837
2009-05,weight,comments,1978
2009-06,weight,comments,2155
2009-07,weight,comments,3014
2009-08,weight,comments,3929
2009-09,weight,comments,3999
2009-10,weight,comments,5733
2009-11,weight,comments,4645
2009-12,weight,comments,5066
2010-01,weight,comments,6646
2010-02,weight,comments,7065
2010-03,weight,comments,7662
2010-04,weight,comments,7408
2010-05,weight,comments,7124
2010-06,weight,comments,7983
2010-07,weight,comments,10433
2010-08,weight,comments,9814
2010-09,weight,comments,11056
2010-10,weight,comments,11054
2010-11,weight,comments,12501
2010-12,weight,comments,11172
2011-01,weight,comments,15042
2011-02,weight,comments,14382
2011-03,weight,comments,16989
2011-04,weight,comments,17230
2011-05,weight,comments,20078
2011-06,weight,comments,23772
2011-07,weight,comments,24018
2011-08,weight,comments,27282
2011-09,weight,comments,25986
2011-10,weight,comments,26210
2011-11,weight,comments,26109
2011-12,weight,comments,27113
2012-01,weight,comments,35586
2012-02,weight,comments,33115
2012-03,weight,comments,36563
2012-04,weight,comments,43592
2012-05,weight,comments,45109
2012-06,weight,comments,46853
2012-07,weight,comments,54082
2012-08,weight,comments,59359
2012-09,weight,comments,48395
2012-10,weight,comments,51985
2012-11,weight,comments,47645
2012-12,weight,comments,49959
2013-01,weight,comments,63900
2013-02,weight,comments,55838
2013-03,weight,comments,62829
2013-04,weight,comments,68865
2013-05,weight,comments,71860
2013-06,weight,comments,71900
2013-07,weight,comments,75760
2013-08,weight,comments,72292
2013-09,weight,comments,62935
2013-10,weight,comments,71072
2013-11,weight,comments,70244
2013-12,weight,comments,67839
2014-01,weight,comments,80948
2014-02,weight,comments,54655
2014-03,weight,comments,33413
2014-04,weight,comments,33168
2014-05,weight,comments,33835
2014-06,weight,comments,34169
2014-07,weight,comments,39147
2014-08,weight,comments,38950
2014-09,weight,comments,33009
2014-10,weight,comments,35019
2014-11,weight,comments,34215
2014-12,weight,comments,37523
2015-01,weight,comments,42664
2015-02,weight,comments,40549
2015-03,weight,comments,48896
2015-04,weight,comments,49177
2015-05,weight,comments,57952
2015-06,weight,comments,48245
2015-07,weight,comments,46596
2015-08,weight,comments,41483
2015-09,weight,comments,37425
2015-10,weight,comments,36215
2015-11,weight,comments,32131
2015-12,weight,comments,36103
2016-01,weight,comments,39571
2016-02,weight,comments,34926
2016-03,weight,comments,37120
2016-04,weight,comments,38840
2016-05,weight,comments,43280
2016-06,weight,comments,39283
2016-07,weight,comments,42214
2016-08,weight,comments,44274
2016-09,weight,comments,41239
2016-10,weight,comments,37412
2016-11,weight,comments,33781
2016-12,weight,comments,38002
2017-01,weight,comments,45635
2017-02,weight,comments,38642
2017-03,weight,comments,46014
2017-04,weight,comments,43991
2017-05,weight,comments,49313
2017-06,weight,comments,46262
2017-07,weight,comments,49709
2017-08,weight,comments,45109
2017-09,weight,comments,43466
2017-10,weight,comments,45921
2017-11,weight,comments,39889
2017-12,weight,comments,41153
2018-01,weight,comments,49550
2018-02,weight,comments,46627
2018-03,weight,comments,53847
2018-04,weight,comments,57369
2018-05,weight,comments,56365
2018-06,weight,comments,60638
2018-07,weight,comments,59418
2018-08,weight,comments,59087
2018-09,weight,comments,53398
2018-10,weight,comments,54023
2018-11,weight,comments,50548
2018-12,weight,comments,55272
2019-01,weight,comments,67872
2019-02,weight,comments,63370
2019-03,weight,comments,67417
2019-04,weight,comments,67279
2019-05,weight,comments,65490
2019-06,weight,comments,67153
2019-07,weight,comments,73461
2019-08,weight,comments,68061
2019-09,weight,comments,63483
2019-10,weight,comments,65132
2019-11,weight,comments,58477
2019-12,weight,comments,67604
2020-01,weight,comments,74524
2020-02,weight,comments,69560
2020-03,weight,comments,65137
2020-04,weight,comments,79616
2020-05,weight,comments,88813
2020-06,weight,comments,76010
2020-07,weight,comments,89487
2020-08,weight,comments,90070
2020-09,weight,comments,71580
2020-10,weight,comments,75242
2020-11,weight,comments,67728
2020-12,weight,comments,72953
2021-01,weight,comments,82604
2021-02,weight,comments,81962
2021-03,weight,comments,121605
2021-04,weight,comments,118392
2021-05,weight,comments,131440
2021-06,weight,comments,136212
2021-07,weight,comments,134366
2021-08,weight,comments,134339
2021-09,weight,comments,134237
2021-10,weight,comments,200187
2021-11,weight,comments,240214
2021-12,weight,comments,146459
2022-01,weight,comments,169644
2022-02,weight,comments,240433
2022-03,weight,comments,364231
2022-04,weight,comments,355301
2022-05,weight,comments,395153
2022-06,weight,comments,422809
2022-07,weight,comments,474670
2022-08,weight,comments,534597
2022-09,weight,comments,546554
2022-10,weight,comments,324333
2022-11,weight,comments,347198
2022-12,weight,comments,356839
2023-01,weight,comments,491270
2023-02,weight,comments,480358
2023-03,weight,comments,557954
2023-04,weight,comments,491927
2023-05,weight,comments,465947
2023-06,weight,comments,353463
2023-07,weight,comments,277760
2023-08,weight,comments,296693
2023-09,weight,comments,314360
2023-10,weight,comments,358606
2023-11,weight,comments,365707
2023-12,weight,comments,372120
2007-01,weight,submissions,24
2007-02,weight,submissions,12
2007-03,weight,submissions,23
2007-04,weight,submissions,25
2007-05,weight,submissions,20
2007-06,weight,submissions,22
2007-07,weight,submissions,46
2007-08,weight,submissions,48
2007-09,weight,submissions,52
2007-10,weight,submissions,48
2007-11,weight,submissions,51
2007-12,weight,submissions,60
2008-01,weight,submissions,73
2008-02,weight,submissions,91
2008-03,weight,submissions,46
2008-04,weight,submissions,94
2008-05,weight,submissions,93
2008-06,weight,submissions,88
2008-07,weight,submissions,131
2008-08,weight,submissions,125
2008-09,weight,submissions,89
2008-10,weight,submissions,92
2008-11,weight,submissions,133
2008-12,weight,submissions,108
2009-01,weight,submissions,159
2009-02,weight,submissions,131
2009-03,weight,submissions,180
2009-04,weight,submissions,215
2009-05,weight,submissions,161
2009-06,weight,submissions,196
2009-07,weight,submissions,306
2009-08,weight,submissions,335
2009-09,weight,submissions,329
2009-10,weight,submissions,400
2009-11,weight,submissions,357
2009-12,weight,submissions,329
2010-01,weight,submissions,475
2010-02,weight,submissions,441
2010-03,weight,submissions,555
2010-04,weight,submissions,572
2010-05,weight,submissions,575
2010-06,weight,submissions,593
2010-07,weight,submissions,656
2010-08,weight,submissions,741
2010-09,weight,submissions,759
2010-10,weight,submissions,823
2010-11,weight,submissions,983
2010-12,weight,submissions,839
2011-01,weight,submissions,1672
2011-02,weight,submissions,1653
2011-03,weight,submissions,2073
2011-04,weight,submissions,2131
2011-05,weight,submissions,2389
2011-06,weight,submissions,2533
2011-07,weight,submissions,2599
2011-08,weight,submissions,3167
2011-09,weight,submissions,2993
2011-10,weight,submissions,3314
2011-11,weight,submissions,3127
2011-12,weight,submissions,3169
2012-01,weight,submissions,4452
2012-02,weight,submissions,4234
2012-03,weight,submissions,4729
2012-04,weight,submissions,5022
2012-05,weight,submissions,5555
2012-06,weight,submissions,5887
2012-07,weight,submissions,6328
2012-08,weight,submissions,7331
2012-09,weight,submissions,6386
2012-10,weight,submissions,6149
2012-11,weight,submissions,5640
2012-12,weight,submissions,5969
2013-01,weight,submissions,7548
2013-02,weight,submissions,7184
2013-03,weight,submissions,7784
2013-04,weight,submissions,8408
2013-05,weight,submissions,9034
2013-06,weight,submissions,8650
2013-07,weight,submissions,9745
2013-08,weight,submissions,8786
2013-09,weight,submissions,7746
2013-10,weight,submissions,8926
2013-11,weight,submissions,8125
2013-12,weight,submissions,8679
2014-01,weight,submissions,10345
2014-02,weight,submissions,9977
2014-03,weight,submissions,11466
2014-04,weight,submissions,11401
2014-05,weight,submissions,11889
2014-06,weight,submissions,11854
2014-07,weight,submissions,12908
2014-08,weight,submissions,12763
2014-09,weight,submissions,11103
2014-10,weight,submissions,11694
2014-11,weight,submissions,10782
2014-12,weight,submissions,12029
2015-01,weight,submissions,14233
2015-02,weight,submissions,12769
2015-03,weight,submissions,15623
2015-04,weight,submissions,15221
2015-05,weight,submissions,16372
2015-06,weight,submissions,16973
2015-07,weight,submissions,16825
2015-08,weight,submissions,15292
2015-09,weight,submissions,10734
2015-10,weight,submissions,11484
2015-11,weight,submissions,11181
2015-12,weight,submissions,11431
2016-01,weight,submissions,13948
2016-02,weight,submissions,12469
2016-03,weight,submissions,11878
2016-04,weight,submissions,12943
2016-05,weight,submissions,13924
2016-06,weight,submissions,13429
2016-07,weight,submissions,14181
2016-08,weight,submissions,15265
2016-09,weight,submissions,14037
2016-10,weight,submissions,14177
2016-11,weight,submissions,12981
2016-12,weight,submissions,14051
2017-01,weight,submissions,15859
2017-02,weight,submissions,14773
2017-03,weight,submissions,16424
2017-04,weight,submissions,16348
2017-05,weight,submissions,17289
2017-06,weight,submissions,16933
2017-07,weight,submissions,18431
2017-08,weight,submissions,18984
2017-09,weight,submissions,17313
2017-10,weight,submissions,18200
2017-11,weight,submissions,18017
2017-12,weight,submissions,18010
2018-01,weight,submissions,20187
2018-02,weight,submissions,19297
2018-03,weight,submissions,22691
2018-04,weight,submissions,20868
2018-05,weight,submissions,23527
2018-06,weight,submissions,22261
2018-07,weight,submissions,25058
2018-08,weight,submissions,25491
2018-09,weight,submissions,23942
2018-10,weight,submissions,25465
2018-11,weight,submissions,24170
2018-12,weight,submissions,27274
2019-01,weight,submissions,31516
2019-02,weight,submissions,30596
2019-03,weight,submissions,33709
2019-04,weight,submissions,33762
2019-05,weight,submissions,36835
2019-06,weight,submissions,35693
2019-07,weight,submissions,41413
2019-08,weight,submissions,43625
2019-09,weight,submissions,34354
2019-10,weight,submissions,38632
2019-11,weight,submissions,34929
2019-12,weight,submissions,37931
2020-01,weight,submissions,38535
2020-02,weight,submissions,40754
2020-03,weight,submissions,42589
2020-04,weight,submissions,49789
2020-05,weight,submissions,43349
2020-06,weight,submissions,41256
2020-07,weight,submissions,45948
2020-08,weight,submissions,48967
2020-09,weight,submissions,46036
2020-10,weight,submissions,42479
2020-11,weight,submissions,48614
2020-12,weight,submissions,53095
2021-01,weight,submissions,66347
2021-02,weight,submissions,59540
2021-03,weight,submissions,66236
2021-04,weight,submissions,68122
2021-05,weight,submissions,76747
2021-06,weight,submissions,73501
2021-07,weight,submissions,53127
2021-08,weight,submissions,51910
2021-09,weight,submissions,42632
2021-10,weight,submissions,41985
2021-11,weight,submissions,46811
2021-12,weight,submissions,52414
2022-01,weight,submissions,61922
2022-02,weight,submissions,56491
2022-03,weight,submissions,68083
2022-04,weight,submissions,70689
2022-05,weight,submissions,81353
2022-06,weight,submissions,78282
2022-07,weight,submissions,82160
2022-08,weight,submissions,85754
2022-09,weight,submissions,80054
2022-10,weight,submissions,80359
2022-11,weight,submissions,65697
2022-12,weight,submissions,73630
2023-01,weight,submissions,74814
2023-02,weight,submissions,67964
2023-03,weight,submissions,79939
2023-04,weight,submissions,130504
2023-05,weight,submissions,83990
2023-06,weight,submissions,116961
2023-07,weight,submissions,153043
2023-08,weight,submissions,150179
2023-09,weight,submissions,143230
2023-10,weight,submissions,145815
2023-11,weight,submissions,143447
2023-12,weight,submissions,149306
